Customer Type,Class,Gender,Age,Type of Travel,Flight Distance,Checkin service,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Loyal Customer,Eco,Female,20,Personal Travel,402,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,48,Business travel,239,3,7,1,satisfied
Loyal Customer,Business,Male,50,Personal Travel,692,4,0,0,satisfied
Loyal Customer,Eco,Female,9,Personal Travel,1211,5,0,14,neutral or dissatisfied
disloyal Customer,Eco,Male,39,Business travel,1038,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,55,Business travel,449,3,109,106,satisfied
Loyal Customer,Eco,Male,13,Personal Travel,689,4,15,6,neutral or dissatisfied
Loyal Customer,Eco,Male,55,Personal Travel,646,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,51,Business travel,216,4,0,0,satisfied
Loyal Customer,Eco,Male,18,Personal Travel,817,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,69,Personal Travel,273,2,12,11,neutral or dissatisfied
Loyal Customer,Business,Male,29,Business travel,1948,3,85,90,satisfied
Loyal Customer,Eco Plus,Female,35,Business travel,2677,1,0,0,satisfied
disloyal Customer,Eco,Male,9,Business travel,907,4,57,68,neutral or dissatisfied
Loyal Customer,Eco,Female,38,Business travel,788,2,66,92,satisfied
disloyal Customer,Business,Female,27,Business travel,969,3,0,0,satisfied
Loyal Customer,Business,Female,49,Business travel,1927,4,0,0,satisfied
Loyal Customer,Business,Female,54,Business travel,1576,4,17,12,satisfied
Loyal Customer,Eco Plus,Female,38,Personal Travel,305,1,105,111,neutral or dissatisfied
Loyal Customer,Business,Male,53,Business travel,431,4,0,0,satisfied
Loyal Customer,Eco,Male,59,Personal Travel,1440,3,0,0,satisfied
Loyal Customer,Eco,Male,47,Business travel,368,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,45,Business travel,666,3,0,60,neutral or dissatisfied
Loyal Customer,Business,Male,33,Business travel,794,5,0,0,satisfied
Loyal Customer,Eco Plus,Male,32,Business travel,925,3,8,0,satisfied
Loyal Customer,Eco,Male,10,Personal Travel,321,1,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,11,Personal Travel,1096,4,24,19,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,60,Personal Travel,545,2,37,33,neutral or dissatisfied
disloyal Customer,Business,Male,37,Business travel,551,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,36,Business travel,3248,5,0,12,satisfied
disloyal Customer,Eco,Female,59,Business travel,456,2,23,40,neutral or dissatisfied
disloyal Customer,Eco,Male,13,Business travel,2288,2,7,32,satisfied
Loyal Customer,Eco,Male,20,Personal Travel,650,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,48,Business travel,250,1,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,15,Personal Travel,675,4,0,0,satisfied
disloyal Customer,Business,Male,40,Business travel,226,5,2,12,satisfied
Loyal Customer,Business,Male,57,Business travel,2714,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,31,Business travel,460,3,8,0,satisfied
Loyal Customer,Business,Female,52,Business travel,986,4,0,0,satisfied
Loyal Customer,Business,Male,59,Business travel,3926,5,0,0,satisfied
Loyal Customer,Business,Female,40,Personal Travel,583,5,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,28,Business travel,1180,1,2,0,neutral or dissatisfied
Loyal Customer,Business,Male,49,Business travel,1995,5,0,0,satisfied
Loyal Customer,Business,Male,49,Business travel,2446,5,0,0,satisfied
Loyal Customer,Business,Male,42,Business travel,3957,4,7,50,satisfied
Loyal Customer,Eco,Male,44,Business travel,368,1,0,0,satisfied
Loyal Customer,Eco,Female,36,Business travel,110,4,6,13,neutral or dissatisfied
Loyal Customer,Business,Female,57,Business travel,134,3,0,0,satisfied
Loyal Customer,Eco,Male,69,Personal Travel,1164,5,39,38,neutral or dissatisfied
Loyal Customer,Business,Female,55,Business travel,853,2,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,40,Business travel,669,3,5,0,satisfied
Loyal Customer,Business,Male,46,Business travel,1810,5,0,0,satisfied
Loyal Customer,Eco,Male,40,Business travel,1197,2,0,6,satisfied
disloyal Customer,Eco,Male,29,Business travel,1197,2,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,25,Business travel,1947,3,2,0,satisfied
disloyal Customer,Eco,Male,24,Business travel,649,1,19,30,neutral or dissatisfied
Loyal Customer,Eco,Female,38,Personal Travel,1535,2,14,0,neutral or dissatisfied
Loyal Customer,Business,Male,43,Business travel,862,5,87,70,satisfied
Loyal Customer,Eco,Male,39,Personal Travel,930,5,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,42,Business travel,1681,5,0,0,satisfied
Loyal Customer,Business,Female,52,Business travel,2844,5,0,4,satisfied
Loyal Customer,Business,Female,29,Business travel,1773,5,20,0,satisfied
disloyal Customer,Eco,Female,24,Business travel,216,2,3,0,neutral or dissatisfied
Loyal Customer,Business,Female,45,Business travel,1876,4,8,10,satisfied
Loyal Customer,Business,Female,50,Business travel,3183,3,16,6,satisfied
Loyal Customer,Eco,Female,19,Personal Travel,524,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,52,Business travel,1400,5,28,27,satisfied
Loyal Customer,Eco,Female,48,Personal Travel,250,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,69,Personal Travel,583,3,33,34,neutral or dissatisfied
Loyal Customer,Business,Female,32,Business travel,2815,5,0,0,satisfied
Loyal Customer,Eco Plus,Male,50,Personal Travel,239,5,1,6,neutral or dissatisfied
Loyal Customer,Business,Female,56,Business travel,733,4,4,0,satisfied
disloyal Customer,Eco,Female,31,Business travel,1013,1,10,8,neutral or dissatisfied
Loyal Customer,Eco,Male,27,Business travel,1080,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,7,Personal Travel,621,3,0,0,satisfied
Loyal Customer,Business,Female,54,Business travel,1034,2,0,16,neutral or dissatisfied
Loyal Customer,Business,Male,45,Business travel,2419,4,3,0,satisfied
Loyal Customer,Eco,Male,52,Business travel,109,2,0,2,satisfied
Loyal Customer,Business,Male,55,Business travel,1711,3,0,0,satisfied
disloyal Customer,Business,Male,41,Business travel,1598,3,3,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,51,Personal Travel,370,1,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,39,Business travel,433,1,0,0,satisfied
Loyal Customer,Eco,Female,41,Personal Travel,985,3,109,101,neutral or dissatisfied
Loyal Customer,Business,Male,77,Business travel,2349,1,0,10,satisfied
Loyal Customer,Business,Female,37,Business travel,2346,1,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,12,Business travel,1145,2,32,52,neutral or dissatisfied
Loyal Customer,Business,Female,33,Business travel,2475,2,6,0,neutral or dissatisfied
Loyal Customer,Eco,Female,42,Business travel,1097,3,0,10,neutral or dissatisfied
Loyal Customer,Business,Male,50,Business travel,2611,1,121,131,neutral or dissatisfied
Loyal Customer,Eco,Male,38,Business travel,784,5,0,0,satisfied
Loyal Customer,Eco,Female,24,Personal Travel,441,4,14,0,neutral or dissatisfied
Loyal Customer,Business,Female,47,Business travel,3446,4,0,3,satisfied
Loyal Customer,Eco,Male,50,Personal Travel,1009,3,0,6,neutral or dissatisfied
Loyal Customer,Business,Male,53,Business travel,495,4,2,0,satisfied
Loyal Customer,Business,Female,30,Business travel,937,1,20,11,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,40,Personal Travel,407,2,6,7,neutral or dissatisfied
Loyal Customer,Eco,Female,44,Business travel,356,4,0,0,satisfied
Loyal Customer,Eco Plus,Male,61,Business travel,1050,5,0,0,satisfied
Loyal Customer,Eco Plus,Female,12,Personal Travel,2504,1,53,47,neutral or dissatisfied
Loyal Customer,Business,Male,46,Business travel,447,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,78,Business travel,464,3,26,33,neutral or dissatisfied
disloyal Customer,Business,Male,19,Business travel,594,5,1,0,satisfied
Loyal Customer,Business,Male,46,Business travel,3497,4,3,0,satisfied
Loyal Customer,Eco Plus,Female,17,Personal Travel,937,1,41,55,neutral or dissatisfied
Loyal Customer,Eco,Male,16,Personal Travel,406,3,1,12,neutral or dissatisfied
Loyal Customer,Eco,Female,34,Personal Travel,350,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,24,Business travel,2786,3,0,4,satisfied
Loyal Customer,Eco Plus,Female,46,Business travel,397,4,4,0,satisfied
Loyal Customer,Business,Male,53,Business travel,363,4,0,1,satisfied
Loyal Customer,Eco Plus,Male,72,Business travel,2466,3,0,17,neutral or dissatisfied
Loyal Customer,Business,Female,41,Business travel,746,4,0,0,satisfied
disloyal Customer,Business,Male,26,Business travel,220,4,0,0,satisfied
Loyal Customer,Eco,Male,40,Personal Travel,270,4,36,27,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,58,Business travel,859,2,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,24,Business travel,542,5,0,0,satisfied
Loyal Customer,Eco,Male,41,Business travel,522,5,0,0,satisfied
disloyal Customer,Business,Female,28,Business travel,2475,2,0,0,neutral or dissatisfied
disloyal Customer,Eco,Female,32,Business travel,507,4,83,59,neutral or dissatisfied
Loyal Customer,Eco,Male,64,Personal Travel,290,5,0,10,satisfied
disloyal Customer,Business,Male,27,Business travel,1547,3,21,0,satisfied
disloyal Customer,Business,Female,29,Business travel,674,3,0,0,satisfied
disloyal Customer,Eco,Male,22,Business travel,901,3,6,0,neutral or dissatisfied
Loyal Customer,Business,Female,40,Business travel,579,2,0,17,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,55,Business travel,760,2,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,41,Business travel,2475,3,0,0,satisfied
Loyal Customer,Business,Male,39,Business travel,2475,4,0,0,satisfied
Loyal Customer,Eco,Male,52,Personal Travel,879,5,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,47,Business travel,2099,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,59,Business travel,2149,3,0,0,satisfied
Loyal Customer,Business,Male,51,Business travel,2572,3,6,0,satisfied
disloyal Customer,Eco,Male,23,Business travel,551,3,0,0,satisfied
Loyal Customer,Eco,Female,63,Personal Travel,169,3,18,25,neutral or dissatisfied
Loyal Customer,Eco,Male,27,Personal Travel,581,4,1,0,neutral or dissatisfied
disloyal Customer,Business,Female,44,Business travel,1431,3,1,10,neutral or dissatisfied
Loyal Customer,Business,Male,35,Business travel,495,1,17,1,satisfied
Loyal Customer,Eco,Female,15,Personal Travel,719,4,228,211,neutral or dissatisfied
Loyal Customer,Business,Male,45,Business travel,2186,5,17,6,satisfied
Loyal Customer,Eco,Female,18,Personal Travel,237,2,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,42,Business travel,2204,1,1,0,neutral or dissatisfied
Loyal Customer,Business,Female,57,Business travel,354,4,6,8,satisfied
Loyal Customer,Business,Male,26,Business travel,255,4,6,10,satisfied
Loyal Customer,Eco Plus,Male,30,Personal Travel,957,4,26,7,neutral or dissatisfied
Loyal Customer,Business,Male,40,Business travel,1969,5,0,0,satisfied
Loyal Customer,Business,Female,36,Business travel,448,2,0,0,satisfied
Loyal Customer,Business,Male,18,Business travel,3766,2,96,99,neutral or dissatisfied
Loyal Customer,Business,Male,31,Business travel,708,4,3,0,satisfied
Loyal Customer,Business,Female,53,Business travel,289,5,0,0,satisfied
Loyal Customer,Eco,Male,63,Personal Travel,508,4,12,30,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,49,Business travel,174,4,12,0,neutral or dissatisfied
Loyal Customer,Eco,Male,51,Personal Travel,2762,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,31,Business travel,102,3,2,5,satisfied
Loyal Customer,Eco,Male,67,Personal Travel,989,4,24,23,neutral or dissatisfied
Loyal Customer,Business,Male,30,Business travel,2486,5,101,102,satisfied
Loyal Customer,Eco,Male,29,Business travel,828,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,63,Personal Travel,399,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,60,Business travel,2355,3,59,5,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,58,Personal Travel,188,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,63,Personal Travel,945,3,0,0,neutral or dissatisfied
disloyal Customer,Eco,Female,24,Business travel,189,4,5,0,neutral or dissatisfied
Loyal Customer,Business,Female,72,Business travel,2971,5,0,0,satisfied
Loyal Customer,Business,Male,45,Business travel,3230,3,0,0,satisfied
Loyal Customer,Eco,Male,52,Business travel,499,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,61,Personal Travel,546,2,21,8,neutral or dissatisfied
Loyal Customer,Business,Male,41,Business travel,2475,4,50,27,satisfied
Loyal Customer,Eco,Male,46,Personal Travel,280,3,0,0,neutral or dissatisfied
disloyal Customer,Eco,Male,36,Business travel,163,1,4,5,neutral or dissatisfied
Loyal Customer,Eco,Male,50,Personal Travel,143,2,88,83,neutral or dissatisfied
Loyal Customer,Eco,Female,24,Personal Travel,1076,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,39,Business travel,763,5,37,30,satisfied
Loyal Customer,Business,Male,31,Business travel,328,3,0,0,satisfied
Loyal Customer,Business,Male,30,Business travel,3468,2,14,0,neutral or dissatisfied
Loyal Customer,Eco,Male,65,Personal Travel,444,4,146,143,neutral or dissatisfied
Loyal Customer,Business,Female,40,Business travel,402,3,0,0,satisfied
Loyal Customer,Eco,Male,25,Personal Travel,416,1,34,16,neutral or dissatisfied
Loyal Customer,Business,Female,41,Business travel,3107,3,0,0,satisfied
Loyal Customer,Business,Female,52,Business travel,2134,4,0,0,satisfied
Loyal Customer,Business,Female,43,Business travel,369,4,0,0,satisfied
Loyal Customer,Business,Female,41,Business travel,158,3,0,0,satisfied
Loyal Customer,Business,Female,22,Business travel,251,3,0,3,satisfied
Loyal Customer,Business,Female,31,Business travel,2523,4,5,0,satisfied
disloyal Customer,Eco,Female,39,Business travel,114,4,6,0,neutral or dissatisfied
Loyal Customer,Business,Male,58,Business travel,2296,5,9,15,satisfied
Loyal Customer,Business,Female,45,Business travel,3784,4,0,8,neutral or dissatisfied
disloyal Customer,Business,Female,23,Business travel,365,3,9,0,satisfied
Loyal Customer,Eco Plus,Female,35,Personal Travel,937,4,1,3,neutral or dissatisfied
Loyal Customer,Eco,Female,27,Business travel,1069,2,137,142,neutral or dissatisfied
Loyal Customer,Business,Male,28,Business travel,641,2,0,0,satisfied
Loyal Customer,Eco,Female,48,Business travel,1076,1,5,15,neutral or dissatisfied
Loyal Customer,Business,Female,58,Business travel,2572,3,0,0,satisfied
disloyal Customer,Eco,Female,26,Business travel,308,5,4,0,neutral or dissatisfied
disloyal Customer,Eco,Male,36,Business travel,447,4,70,62,neutral or dissatisfied
Loyal Customer,Eco,Male,28,Personal Travel,150,5,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,57,Business travel,247,3,0,0,satisfied
Loyal Customer,Business,Female,63,Personal Travel,2475,1,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,42,Business travel,265,4,0,0,satisfied
Loyal Customer,Eco Plus,Male,60,Personal Travel,1399,1,0,0,satisfied
disloyal Customer,Business,Male,25,Business travel,1304,4,0,0,satisfied
Loyal Customer,Business,Male,39,Business travel,2777,3,0,18,satisfied
Loyal Customer,Eco,Male,58,Business travel,102,1,0,0,neutral or dissatisfied
disloyal Customer,Eco,Male,38,Business travel,109,1,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,69,Personal Travel,432,2,1,0,neutral or dissatisfied
Loyal Customer,Business,Male,40,Business travel,3101,3,58,78,satisfied
Loyal Customer,Eco,Female,53,Personal Travel,337,3,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,70,Personal Travel,932,4,18,38,neutral or dissatisfied
Loyal Customer,Eco,Male,49,Personal Travel,141,3,60,55,neutral or dissatisfied
Loyal Customer,Eco,Male,70,Personal Travel,31,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,55,Personal Travel,558,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,48,Personal Travel,183,1,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,38,Personal Travel,337,5,0,10,neutral or dissatisfied
Loyal Customer,Eco,Female,43,Personal Travel,967,4,0,0,neutral or dissatisfied
disloyal Customer,Eco,Male,54,Business travel,184,1,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,52,Business travel,1481,1,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,75,Business travel,192,3,54,46,neutral or dissatisfied
Loyal Customer,Business,Female,41,Business travel,1481,4,4,0,satisfied
disloyal Customer,Eco Plus,Female,25,Business travel,867,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,47,Business travel,1416,5,0,0,satisfied
Loyal Customer,Eco,Female,21,Personal Travel,679,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,41,Personal Travel,299,3,0,0,neutral or dissatisfied
disloyal Customer,Business,Male,26,Business travel,700,4,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,48,Business travel,813,2,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,51,Personal Travel,972,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,58,Business travel,3011,3,0,0,satisfied
Loyal Customer,Business,Male,37,Personal Travel,850,3,3,0,neutral or dissatisfied
Loyal Customer,Business,Male,36,Business travel,2050,5,24,33,satisfied
Loyal Customer,Business,Male,31,Personal Travel,451,3,63,68,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,22,Business travel,882,4,42,46,neutral or dissatisfied
Loyal Customer,Eco,Male,37,Personal Travel,337,1,115,107,neutral or dissatisfied
disloyal Customer,Eco,Male,25,Business travel,565,3,34,13,neutral or dissatisfied
